internalTaxonId,scientificName,name,language,main
30535,Agathis atropurpurea,Black Kauri Pine,English,false
30535,Agathis atropurpurea,Blue Kauri Pine,English,false
30535,Agathis atropurpurea,Blue Kauri,English,true
30536,Agathis microstachya,Bull Kauri,English,false
30536,Agathis microstachya,Bull Pine,English,false
30536,Agathis microstachya,Atherton Kauri Pine,English,true
30542,Callitris oblonga,Dwarf Cypress-pine,English,false
30542,Callitris oblonga,Pigmy Cypres-pine,English,false
30542,Callitris oblonga,River Pine,English,false
30542,Callitris oblonga,Tasmanian Cypress-pine,English,true
31852,Santalum album,East Indian Sandalwood,English,false
31852,Santalum album,Tan Xiang,Chinese,false
31852,Santalum album,Indian Sandalwood,English,true
32054,Athrotaxis cupressoides,Pencil Pine,English,true
32055,Athrotaxis selaginoides,King Billy Pine,English,false
32055,Athrotaxis selaginoides,King William Pine,English,true
32310,Intsia bijuga,Borneo Teak,English,false
32310,Intsia bijuga,Moluccan Ironwood,English,false
32310,Intsia bijuga,Merbau Asam,Indonesian,false
32310,Intsia bijuga,Merbau,Indonesian,true
33714,Wrightia laevis,Cây Thung Muc,Vietnamese,false
33714,Wrightia laevis,CÃ¢y Thung Muc,Vietnamese,false
33714,Wrightia laevis,Dau Cây,Vietnamese,false
33714,Wrightia laevis,Dau CÃ¢y,Vietnamese,false
33714,Wrightia laevis,Lang Mile,Vietnamese,false
33714,Wrightia laevis,Teng Cam,Vietnamese,false
34064,Podocarpus dispermus,Broad-leaved Brown Pine,English,true
34066,Podocarpus drouynianus,Emu Berry,English,true
34070,Callitris acuminata,Dwarf Cypress,English,true
34071,Callitris pyramidalis,Swamp Cypress,English,false
34071,Callitris pyramidalis,Swan River Cypress,English,true
34072,Callitris baileyi,Bailey's Cypress Pine,English,false
34072,Callitris baileyi,Bailey's Cypress-pine,English,true
34073,Callitris drummondii,Drummond's Cypress Pine,English,false
34073,Callitris drummondii,Drummond's Cypress-pine,English,true
34074,Callitris monticola,Dwarf Cypress,English,false
34074,Callitris monticola,Steelhead,English,true
34075,Callitris roei,Roe's Cypress-pine,English,true
34107,Prumnopitys ladei,Mt Spurgeon Black Pine,English,true
34153,Lagarostrobos franklinii,Huon Pine,English,true
41979,Bowenia serrulata,Byfield Fern,English,true
16437966,Agathis robusta,Smooth-barked Kauri,English,false
16437966,Agathis robusta,Queensland Kauri Pine,English,true
42201,Callitris arenaria,Sandplain Cypress,English,false
42201,Callitris arenaria,Bruce Cypress,English,true
42202,Callitris endlicheri,Black Pine,English,false
42202,Callitris endlicheri,Mountain Pine,English,false
42202,Callitris endlicheri,Murray Pine,English,false
42202,Callitris endlicheri,Red Cypress,English,false
42202,Callitris endlicheri,Red Cypress-pine,English,false
42202,Callitris endlicheri,Red Pine,English,false
42202,Callitris endlicheri,Scrub Pine,English,false
42202,Callitris endlicheri,Black Cypress-pine,English,true
42203,Callitris macleayana,Brush Cypress Pine,English,false
42203,Callitris macleayana,Port Macquarie Pine,English,false
42203,Callitris macleayana,Stringybark Pine,English,true
42204,Callitris muelleri,Illawarra Pine,English,false
42204,Callitris muelleri,Illawarra Cypress-pine,English,true
42205,Callitris canescens,Morrison's Cypress-pine,English,false
42205,Callitris canescens,Scrubby Cypress Pine,English,false
42205,Callitris canescens,Morrison's Cypress Pine,English,true
42206,Callitris columellaris,Cypress Pine,English,false
42206,Callitris columellaris,Murray River Pine,English,false
42206,Callitris columellaris,Northern Cypress-pine,English,false
42206,Callitris columellaris,Western Cypress,English,false
42206,Callitris columellaris,Western Sand Cypress,English,false
42206,Callitris columellaris,White Cypress Pine,English,false
42206,Callitris columellaris,White Pine,English,false
42206,Callitris columellaris,White Cypress-pine,English,true
42207,Callitris preissii,Mallee Pine,English,false
42207,Callitris preissii,Rottnest Island Pine,English,true
42208,Callitris rhomboidea,Illawara Mountain Pine,English,false
42208,Callitris rhomboidea,Oyster Bay Pine,English,false
42208,Callitris rhomboidea,Port Jackson Pine,English,true
42209,Callitris verrucosa,Camphor Wood,English,false
42209,Callitris verrucosa,Scrub Cypress-pine,English,false
42209,Callitris verrucosa,Turpentine Pine,English,false
42209,Callitris verrucosa,Mallee Pine,English,true
42225,Diselma archeri,Cheshunt Pine,English,true
42266,Phyllocladus aspleniifolius,Celery-top Pine,English,true
42500,Podocarpus elatus,Brown Pine,English,false
42500,Podocarpus elatus,Plum Pine,English,false
42500,Podocarpus elatus,Turpentine Pine,English,false
42500,Podocarpus elatus,Yellow Pine,English,false
42500,Podocarpus elatus,Illawarra Plum,English,true
42511,Podocarpus lawrencei,Plum Pine,English,false
42511,Podocarpus lawrencei,Mountain Plum Pine,English,true
42544,Sundacarpus amarus,Choopoola,English,false
42544,Sundacarpus amarus,Black Pine,English,true
44049,Pherosphaera hookeriana,Mount Mawson Pine,English,true
163984,Juncus articulatus,Jointed Rush,English,false
163984,Juncus articulatus,Giunco Nodoso,Italian,false
163984,Juncus articulatus,Jonc Articulé,French,false
168629,Typha orientalis,Bullrush,English,true
168865,Monochoria hastata,Leaf Pondweed,English,true
168872,Monochoria vaginalis,Pickerel Weed,English,true
168991,Landoltia punctata,Dotted Duckmeat,English,false
168991,Landoltia punctata,Ads El-Mmaya,Arabic,false
168991,Landoltia punctata,Dotted Duckweed,English,true
169004,Actinoscirpus grossus,Giant Bur Rush,English,true
169011,Hydrocharis dubia,Ja-ra-pul,Korean,true
169015,Halophila ovalis,Species code: Ho,English,true
169045,Limnophila aromatica,Finger Grass ,English,false
169045,Limnophila aromatica,Rice Paddy Herb,English,true
173321,Posidonia kirkmanii,Species code: Pk,English,true
173323,Ruppia polycarpa,Species code: Rp,English,true
173379,Posidonia ostenfeldii,Species code: Pf,English,true
177369,Carex hebecarpa,Shu guo tai cao,Chinese,false
177369,Carex hebecarpa,Kiết lông,Vietnamese,true
178800,Nypa fruticans,Mangrove Palm,English,false
178800,Nypa fruticans,Nipa Palm,English,false
178800,Nypa fruticans,Nypa Palm,English,true
194034,Monochoria cyanea,Rau mac lam,Vietnamese,true
194037,Sparganium subglobosum,Floating Burr Reed,English,false
194037,Sparganium subglobosum,Burr­-reed,English,true
199827,Najas tenuifolia,Waternymph,English,false
199827,Najas tenuifolia,Thin-leaved Naiad,English,true
32835,Araucaria cunninghamii,Colonial Pine,English,false
32835,Araucaria cunninghamii,Dorrigo Pine,English,false
32835,Araucaria cunninghamii,Moreton Bay Pine,English,false
32835,Araucaria cunninghamii,Richmond River Pine,English,false
32835,Araucaria cunninghamii,Pien,Indonesian,false
32835,Araucaria cunninghamii,Hoop Pine,English,true
34926,Wollemia nobilis,Wollemi Pine,English,true
38184,Archontophoenix myolensis,Myola Palm,English,false
38575,Hedyscepe canterburyana,Big Mountain Palm,English,false
38575,Hedyscepe canterburyana,Umbrella Palm,English,false
38576,Howea belmoreana,Curly Palm,English,false
38576,Howea belmoreana,Kentia Palm,English,false
38576,Howea belmoreana,Sentry Palm,English,false
38577,Howea forsteriana,Kentia Palm,English,false
38577,Howea forsteriana,Thatch Palm,English,false
38594,Livistona alfredii,Millstream Palm,English,false
38615,Normanbya normanbyi,Black Palm,English,false
38733,Wodyetia bifurcata,Foxtail Palm,English,false
41989,Cycas calcicola,ngewerrin,Australian languages,false
41989,Cycas calcicola,turtur,Australian languages,false
41989,Cycas calcicola,yerrsya,Australian languages,false
41989,Cycas calcicola,walangkirrik,Australian languages,true
41974,Cycas ophiolitica,baveu,Australian languages,true
42083,Cycas scratchleyana,bico,Indonesian,false
42083,Cycas scratchleyana,enge-enge,Papuan (Other),false
42083,Cycas scratchleyana,notuweh,Papuan (Other),false
42083,Cycas scratchleyana,kataki,Papuan (Other),true
42027,Cycas maconochiei,marra,Australian languages,false
42027,Cycas maconochiei,minta,Australian languages,false
42027,Cycas maconochiei,tjuntuju,Australian languages,false
42027,Cycas maconochiei,turtur,Australian languages,false
42027,Cycas maconochiei,walangkirrik,Australian languages,true
42195,Araucaria bidwillii,Bunya Pine,English,true
43993,Vanvoorstia bennettiana,Bennett's Seaweed,English,false
202961,Nerium oleander,Defla,Arabic,false
202961,Nerium oleander,Haban,Arabic,false
202961,Nerium oleander,Laurier rose,French,false
202961,Nerium oleander,Oleander,English,true
164234,Isolepis setacea,Lisca Setacea,Italian,false
164234,Isolepis setacea,Scirpe sétacé,French,false
164234,Isolepis setacea,Bristle Club-rush,English,true
164337,Polypogon viridis,Coda di Lepre Verticillata,Italian,false
164337,Polypogon viridis,Polypogon Vert,French,false
164337,Polypogon viridis,Water Bent,English,true
164091,Lythrum hyssopifolia,Lythrum à Feuilles d'Hysope,French,false
164091,Lythrum hyssopifolia,Grass-poly,English,true
164352,Ludwigia palustris,Hampshire-Purslane,English,false
164352,Ludwigia palustris,Ludwigie des Marais,French,false
164352,Ludwigia palustris,Porracchia dei Fossi,Italian,false
163967,Samolus valerandi,Mouron d'Eau,French,false
163967,Samolus valerandi,Samole de Valerand,French,false
163967,Samolus valerandi,Brookweed,English,true
164203,Apium graveolens,Apio,Spanish; Castilian,false
164203,Apium graveolens,Cèleri,French,false
164203,Apium graveolens, كرفس بري ,Arabic,false
164203,Apium graveolens,Wild Celery,English,true
202950,Centaurium erythraea,Common Centaury,English,false
202950,Centaurium erythraea,European Centaury,English,false
202950,Centaurium erythraea,Flockarun ,Swedish,false
202950,Centaurium erythraea,Centaury,English,true
18153775,Microcachrys tetragona,Strawberry Pine,English,false
18153775,Microcachrys tetragona,Creeping Pine,English,true
18435618,Aleurites moluccanus,Candlenut Tree,English,true
18435806,Acacia longifolia,Sydney Golden Wattle,English,false
18435806,Acacia longifolia,Sallow Wattle,English,true
18435820,Acacia mangium,Black Wattle,English,false
18435820,Acacia mangium,Hickory Wattle,English,false
18435820,Acacia mangium,Biar,Papuan (Other),false
18435820,Acacia mangium,Brown Salwood,English,true
18435896,Adenanthera pavonina,Coral Tree,English,false
18435896,Adenanthera pavonina,Red Sandalwood,English,true
18435916,Albizia lebbeck,Acacia-tree,English,false
18435916,Albizia lebbeck,Amor platónico,English,false
18435916,Albizia lebbeck,Broome Raintree,English,false
18435916,Albizia lebbeck,East Indian Walnut,English,false
18435916,Albizia lebbeck,Frywood,English,false
18435916,Albizia lebbeck,Koko,English,false
18435916,Albizia lebbeck,Lebbeck,English,false
18435916,Albizia lebbeck,Lebbeck Tree,English,false
18435916,Albizia lebbeck,Powderpuff-tree,English,false
18435916,Albizia lebbeck,Rain Tree,English,false
18435916,Albizia lebbeck,Shack-shack,English,false
18435916,Albizia lebbeck,Silver raintree,English,false
18435916,Albizia lebbeck,Singer-tree,English,false
18435916,Albizia lebbeck,Siris Rain Tree,English,false
18435916,Albizia lebbeck,Siris Tree,English,false
18435916,Albizia lebbeck,Soros-tree,English,false
18435916,Albizia lebbeck,Tibet lebbeck,English,false
18435916,Albizia lebbeck,Whistling-bean,English,false
18435916,Albizia lebbeck,White Siris,English,false
18435916,Albizia lebbeck,Woman's Tongue,English,false
18435916,Albizia lebbeck,Acacia,Spanish; Castilian,false
18435916,Albizia lebbeck,Acacia amarilla,Spanish; Castilian,false
18435916,Albizia lebbeck,Algarrobo de olor,Spanish; Castilian,false
18435916,Albizia lebbeck,Andamanen-Kokko,German,false
18435916,Albizia lebbeck,Aninapala,Filipino; Pilipino,false
18435916,Albizia lebbeck,Anya-koko,Burmese,false
18435916,Albizia lebbeck,Aroma,Spanish; Castilian,false
18435916,Albizia lebbeck,Aroma francesca,Spanish; Castilian,false
18435916,Albizia lebbeck,Baage,Kannada,false
18435916,Albizia lebbeck,Baile de caballero,Spanish; Castilian,false
18435916,Albizia lebbeck,Barba de caballero,Spanish; Castilian,false
18435916,Albizia lebbeck,Birumanemu,Japanese,false
18435916,Albizia lebbeck,Bois noir,French,false
18435916,Albizia lebbeck,Bo ket tay,Vietnamese,false
18435916,Albizia lebbeck,Bwar nwar,Malagasy,false
18435916,Albizia lebbeck,Cabellos de ángel,Spanish; Castilian,false
18435916,Albizia lebbeck,Canjuro,Spanish; Castilian,false
18435916,Albizia lebbeck,Carbonero de sombra,Spanish; Castilian,false
18435916,Albizia lebbeck,Casia amarilla,Spanish; Castilian,false
18435916,Albizia lebbeck,Cha-cha,Haitian; Haitian Creole,false
18435916,Albizia lebbeck,Chachá,Spanish; Castilian,false
18435916,Albizia lebbeck,Chamchuri,Thai,false
18435916,Albizia lebbeck,Chreh,Central Khmer,false
18435916,Albizia lebbeck,Coracáo de negro,Spanish; Castilian,false
18435916,Albizia lebbeck,Coração-de-negro,Portuguese,false
18435916,Albizia lebbeck,Dormilón,Spanish; Castilian,false
18435916,Albizia lebbeck,Ébano-oriental,Portuguese,false
18435916,Albizia lebbeck,Ebénier d'Orient,French,false
18435916,Albizia lebbeck,Gumorningabchey,Pohnpeian,false
18435916,Albizia lebbeck,Hamakal,Burmese,false
18435916,Albizia lebbeck,Khok,Manipuri,false
18435916,Albizia lebbeck,Kitoke,Indonesian,false
18435916,Albizia lebbeck,Kothiya-koroi,Assamese,false
18435916,Albizia lebbeck,Kuo jia he huan,Chinese,false
18435916,Albizia lebbeck,Lebachbaum,German,false
18435916,Albizia lebbeck,Lebbekboom,Afrikaans,false
18435916,Albizia lebbeck,Lengua de mujer,Spanish; Castilian,false
18435916,Albizia lebbeck,Lengua viperina,Spanish; Castilian,false
18435916,Albizia lebbeck,Lim xanh,Vietnamese,false
18435916,Albizia lebbeck,Mataraton,Spanish; Castilian,false
18435916,Albizia lebbeck,Muche,Spanish; Castilian,false
18435916,Albizia lebbeck,Músico,Spanish; Castilian,false
18435916,Albizia lebbeck,'ohai,Hawaiian,false
18435916,Albizia lebbeck,Sirin,Manipuri,false
18435916,Albizia lebbeck,Siris,Urdu,false
18435916,Albizia lebbeck,Siris,Hindi,false
18435916,Albizia lebbeck,Sirish,Assamese,false
18435916,Albizia lebbeck,Tamaligi,Samoan,false
18435916,Albizia lebbeck,Tarisi,Indonesian,false
18435916,Albizia lebbeck,Tekik,Indonesian,false
18435916,Albizia lebbeck,Trat,Vietnamese,false
18435916,Albizia lebbeck,Vaagai,Tamil,false
18435916,Albizia lebbeck,Vaivai,Fijian,false
18435916,Albizia lebbeck,Vaka,Malayalam,false
18435916,Albizia lebbeck,Indian Siris,English,true
13164857,Corynephorus fasciculatus,Panico fascicolato,Italian,false
13164480,Aira provincialis,Aïra de Provence,French,false
13164480,Aira provincialis,Nebbia della Provenza,Italian,false
13164480,Aira provincialis,Canche de Provence,French,true
170103,Brassica elongata,Langtraubijer Kohl,German,false
170103,Brassica elongata,Long-stalked Rape,English,true
170104,Brassica fruticulosa,Wild turnip,English,false
170104,Brassica fruticulosa,Twiggy Turnip,English,true
19620468,Salix cinerea,Grey willow,English,true
39635,Cephalotus follicularis,Australian Pitcher Plant,English,true
19892219,Acacia aneura,Mulga,English,true
19891997,Acacia ataxiphylla,Large-fruited Tammin Wattle,English,true
19891902,Acacia auriculiformis,Ear-leaf Acacia,English,true
19891632,Acacia basedowii,Basedow's Wattle,English,true
19891920,Acacia excelsa,Bunkerman,English,false
19891920,Acacia excelsa,Doodlallie,English,false
19891920,Acacia excelsa,Rosewood,English,false
19891920,Acacia excelsa,Ironwood,English,true
19892559,Acacia jennerae,Coonavittra Wattle,English,true
19892147,Acacia pendula,Balaar,English,false
19892147,Acacia pendula,Boree,English,false
19892147,Acacia pendula,Myall,English,false
19892147,Acacia pendula,Nilyah,English,false
19892147,Acacia pendula,Silver-leaf Boree,English,false
19892147,Acacia pendula,True Myall,English,false
19892147,Acacia pendula,Weeping Myall,English,true
19892399,Acacia semirigida,Stony Ridge Wattle,English,true
19891977,Aotus subglauca,Wild Wallflower,English,true
19892912,Archidendron vaillantii,Salmon Bean,English,true
19892625,Bauhinia cunninghamii,Jigal Tree,English,false
19892625,Bauhinia cunninghamii,Kimberley Bauhinia,English,false
19892625,Bauhinia cunninghamii,Bean Tree,English,true
19892334,Canavalia sericea,Dralawa,Fijian,false
19892334,Canavalia sericea,Feseka Sea,Niuean,false
19892334,Canavalia sericea,Lautolu,Tonga (Tonga Islands),false
19892334,Canavalia sericea,Silky Jackbean,English,true
19891666,Senna ferraria,Iron Cassia,English,false
19891599,Senna artemisioides,Burnt-leaved Acacia,English,false
19891599,Senna artemisioides,Desert Acacia,English,false
19891599,Senna artemisioides,Grey Acacia,English,false
19891599,Senna artemisioides,Limestone Acacia,English,false
19891599,Senna artemisioides,Punty Acacia,English,false
19891599,Senna artemisioides,Silver Acacia,English,false
19891599,Senna artemisioides,Woody Acacia,English,false
19892466,Crotalaria cunninghamii,Birdflower Rattlepod,English,false
19892466,Crotalaria cunninghamii,Green Birdflower,English,false
19892466,Crotalaria cunninghamii,Parrot Pea,English,false
19892466,Crotalaria cunninghamii,Regal Birdflower,English,false
19892117,Crotalaria eremaea,Desert Rattlepod,English,false
19892117,Crotalaria eremaea,Bluebush Pea,English,true
19891559,Daviesia physodes,Prickly Bitter Pea,English,false
19892052,Brachypterum koolgibberah,Poison Rope,English,true
164134,Dichrostachys cinerea,Sicklebush,English,false
164134,Dichrostachys cinerea,Marabú,Spanish; Castilian,false
19892634,Dichrostachys spicata,Pied Piper Bush,English,false
19892634,Dichrostachys spicata,Prickly Bush,English,false
19892634,Dichrostachys spicata,Chinese Lantern,English,true
19892409,Almaleea capitata,Slender Parrot-pea,English,true
19892831,Dillwynia juniperina,Prickly Parrot Pea,English,true
19891448,Erythrina variegata,Indian Coral Tree,English,false
19892700,Gastrolobium spinosum,Prickly Poison,English,true
19892839,Glycine canescens,Silky Glycine,English,true
19891690,Gompholobium glabratum,Dainty Wedge Pea,English,true
19892903,Indigofera brevidens,Desert Indigo,English,true
19893147,Isotropis cuneifolia,Lamb Poison,English,false
19893147,Isotropis cuneifolia,Granny Bonnets,English,true
19891917,Jacksonia furcellata,Grey Stinkwood,English,false
19891424,Acacia hilliana,Hill's Tabletop Wattle,English,false
19892264,Acacia petraea,Lancewood,English,false
19892724,Acacia brachypoda,Western Wheatbelt Wattle,English,true
19892821,Acacia ausfeldii,Whipstick Cinnamon Wattle,English,false
19892821,Acacia ausfeldii,Ausfeld's Wattle,English,true
19893008,Acacia loderi,Broken Hill Gidgee,English,false
19893008,Acacia loderi,Myall,English,false
19893008,Acacia loderi,Nelia,English,false
19893008,Acacia loderi,Nealie,English,true
19892119,Acacia montana,Mallee Wattle,English,true
19891443,Acacia chrysotricha,Bellinger River Wattle,English,false
19891443,Acacia chrysotricha,Newry Golden Wattle,English,true
19893103,Petalostylis labicheoides,Slender Petalostylis,English,false
19893103,Petalostylis labicheoides,Butterfly Bush,English,true
19891445,Phyllodium pulchellum,Chipoto,Hindi,false
19891445,Phyllodium pulchellum,Hampilla,Sinhala; Sinhalese,false
19891445,Phyllodium pulchellum,Pai Qian Cao,Chinese,false
19893074,Phyllota squarrosa,Dense Phyllota,English,true
19891515,Platylobium alternifolium,Victorian Flat-pea,English,true
19892616,Podolobium ilicifolium,Native Holly,English,false
19892616,Podolobium ilicifolium,Prickly Shaggy Pea,English,true
19892301,Pultenaea echinula,Curved Bush-pea,English,true
19892018,Pultenaea euchila,Large-flower Bush-pea,English,false
19892018,Pultenaea euchila,Orange Pultenaea,English,true
19892130,Pultenaea pinifolia,Tree Pultenaea,English,false
19892736,Pultenaea procumbens,Heathy Bush-pea,English,true
19892126,Pultenaea setulosa,Ragged Bush-pea,English,false
19892126,Pultenaea setulosa,Boorman’s Bush-pea,English,true
19892684,Pultenaea vestita,Feather Bush-pea,English,true
19891924,Pultenaea villifera,Yellow Bush-pea,English,true
19892069,Pultenaea whiteana,Mount Barney Bush Pea,English,true
168726,Sesbania cannabina,Canicha,English,false
168726,Sesbania cannabina,Prickly Sesban,English,false
168726,Sesbania cannabina,Sesbane Chanvré,French,false
168726,Sesbania cannabina,Tian Jing,Chinese,false
168726,Sesbania cannabina,Sesbania Pea,English,true
19892674,Sphaerolobium pulchellum,Reed Pea,English,false
19892340,Swainsona laxa,Yellow Swainson-pea,English,false
19892340,Swainsona laxa,Yellow Darling Pea,English,true
19892061,Swainsona murrayana,Murray Swainson-pea,English,false
19892061,Swainsona murrayana,Slender Swainson,English,false
19892061,Swainsona murrayana,Slender Darling-pea,English,true
19891538,Swainsona recta,Mountain Swainson-pea,English,false
19891538,Swainsona recta,Small Purple-pea,English,true
19892642,Templetonia aculeata,Spiny Mallee Pea,English,true
174713,Trifolium pratense,Red Clover,English,true
20745540,Dioscorea nummularia,hard yam,English,false
20745540,Dioscorea nummularia,spiny yam,English,false
20745540,Dioscorea nummularia,wild yam,English,false
20745540,Dioscorea nummularia,Pacific yam,English,true
20745804,Dioscorea transversa,long yam,English,true
21346627,Oryza australiensis,Australian Rice,English,true
163979,Utricularia australis,Erba-Vescica delle Risaie,Italian,false
163979,Utricularia australis,Utriculaire Citrine,French,false
163979,Utricularia australis,Bladderwort,English,true
22483710,Acacia alpina,Alpine Wattle,English,true
22483884,Acacia aphylla,Leafless Rock Wattle,English,true
22483867,Acacia aprica,Blunt Wattle,English,true
22483800,Acacia auratiflora,Orange-flowered Wattle,English,true
22483965,Acacia betchei,Red-tip Wattle,English,true
22483889,Acacia confluens,Arkaroola Wattle,English,false
22483889,Acacia confluens,Wyrilda,English,true
22483855,Acacia cyperophylla,Creekline miniritchi,English,false
22483855,Acacia cyperophylla,Omeara's Red Mulga,English,false
22483855,Acacia cyperophylla,Weeping Red Mulga,English,false
22483855,Acacia cyperophylla,Red Mulga,English,true
22483794,Acacia fimbriata,Brisbane Golden Wattle,English,false
22483794,Acacia fimbriata,Fringed Wattle,English,true
22483967,Acacia imitans,Gibson Wattle,English,true
22483863,Acacia lanigera,Hairy Wattle,English,false
22483863,Acacia lanigera,Woolly Wattle,English,true
22483701,Acacia linearifolia,Stringybark Wattle,English,false
22483701,Acacia linearifolia,Narrow-leaved Wattle,English,true
22483936,Acacia melvillei,Yarran,English,true
22483790,Acacia mitchellii,Mitchell's Wattle,English,true
22484119,Acacia phlebocarpa,Table-top Wattle,English,true
22483801,Acacia pygmaea,Dwarf Rock Wattle,English,true
22483990,Acacia quornensis,Quorn Wattle,English,true
22483811,Acacia shirleyi,Lancewood,English,true
22484027,Acacia trineura,Green Wattle,English,false
22484027,Acacia trineura,Three-nerved Wattle,English,true
22484105,Acacia ulicifolia,Prickly Moses,English,false
22484105,Acacia ulicifolia,Juniper Wattle,English,true
22483937,Acacia viscidula,Sticky Wattle,English,true
22486370,Eriocaulon australasicum,Southern Pipewort,English,false
22486370,Eriocaulon australasicum,Austral Pipewort,English,true
22486129,Caladenia hastata,Mellblom's Spider Orchid,English,true
22486244,Curcuma australasica,Cape York Lily,English,false
22486244,Curcuma australasica,Australian Wild Turmeric,English,true
176008,Spiranthes sinensis,Chinese Spiranthes ,English,true
164063,Lythrum junceum,Salcerella Meridionale,Italian,false
164063,Lythrum junceum,Salicaire Jonc,French,false
164063,Lythrum junceum,Sivri aklarotu,Turkish,false
164063,Lythrum junceum,False Grass-poly,English,true
164323,Lythrum salicaria,Salicaire Commune,French,false
164323,Lythrum salicaria,Purple Loosestrife,English,true
164371,Callitriche stagnalis,Callitriche des Eaux Stagnantes,French,false
164371,Callitriche stagnalis,Common Water-Starwort,English,true
168750,Bidens tripartita,Bident trifoliolé,French,false
168750,Bidens tripartita,Trifid Bur-marigold,English,true
176486,Rorippa sylvestris,Creeping Yellow Field Cress,English,false
176486,Rorippa sylvestris,Yellow Field Cress,English,false
176486,Rorippa sylvestris,Creeping Yellow Cress,English,true
164389,Carex pseudocyperus,Carice Falso-cìpero,Italian,false
164389,Carex pseudocyperus,Laîche faux-souchet,French,false
164389,Carex pseudocyperus,Laîche Faux Souchet,French,false
164389,Carex pseudocyperus,Cyperus Sedge,English,true
164020,Agrostis stolonifera,Creeping Bent,English,false
164020,Agrostis stolonifera,Fiorin,English,false
164020,Agrostis stolonifera,Spreading Bent,English,false
164020,Agrostis stolonifera,Agróstide Estolonífera,Spanish; Castilian,false
164020,Agrostis stolonifera,Agrostide Stolonifère,French,false
164020,Agrostis stolonifera,Cappellini Comuni,Italian,false
164020,Agrostis stolonifera,Creeping Bent Grass,English,true
164299,Glyceria fluitans,Flottin sweet grass,English,false
164299,Glyceria fluitans,Sweet Grass,English,false
164299,Glyceria fluitans,Water manna grass,English,false
164299,Glyceria fluitans,GlycÃƒÂ©rie Flottante,French,false
164299,Glyceria fluitans,GlycÃ©rie Flottante,French,false
164299,Glyceria fluitans,Glycérie Flottante,French,false
164299,Glyceria fluitans,Gramignone Natante,Italian,false
